GEOID,chapter
350319440002142,Torreon Chapter
350319436013022,Pinedale Chapter
350319439071014,Rock Springs Chapter
350319439051357,Chi Chil Tah Chapter
350319438031041,Twin Lakes Chapter
350319436021042,Pinedale Chapter
350319437021036,Standing Rock Chapter
350319440001525,Littlewater Chapter
350319435001412,Crownpoint Chapter
350319437011015,Tohatchi Chapter
350319437021033,Standing Rock Chapter
350319440001116,White Horse Lake Chapter
350319439051313,Chi Chil Tah Chapter
350439409001221,Counselor Chapter
350459428032003,Shiprock Chapter
350459432012453,White Rock Chapter
350459429005036,Two Grey Hills Chapter
350459430003107,Fruitland Chapter
350459429001105,Sanostee Chapter
350459430003123,Burnham Chapter
350459432012516,Lake Valley Chapter
350069458001226,Ramah Chapter
350069458002250,Ramah Chapter
350459429001088,Sanostee Chapter
350459431002088,Crystal Chapter
350459429004050,Newcomb Chapter
350459429006048,Sheep Springs Chapter
350459431001005,Burnham Chapter
350069458002066,Ramah Chapter
350459430001010,Fruitland Chapter
350459428021002,Shiprock Chapter
350459432013176,Huerfano Chapter
350459428012136,Hogback Chapter
350069458001012,Ramah Chapter
350459432013487,Huerfano Chapter
350459428012096,Gadii'ahi Chapter
350459428022002,Shiprock Chapter
350459428013161,Shiprock Chapter
350459428013184,Shiprock Chapter
350459428021035,Hogback Chapter
350459430001011,Fruitland Chapter
350459429004049,Newcomb Chapter
350069458002241,Ramah Chapter
350459428012155,Hogback Chapter
350459432012216,White Rock Chapter
350459432012249,Huerfano Chapter
350459428013281,Sanostee Chapter
350459428013215,Hogback Chapter
350319440001182,White Horse Lake Chapter
350319439032007,Church Rock Chapter
350319439051120,Manuelito Chapter
350319440002190,Pueblo Pintado Chapter
350319460032062,Smith Lake Chapter
350459430003000,Fruitland Chapter
350459428013164,Shiprock Chapter
350319439061063,Rock Springs Chapter
350459432014293,Nageezi Chapter
350539400001081,Alamo Chapter
350459432013186,Huerfano Chapter
350319438031016,Twin Lakes Chapter
350319439061232,Rock Springs Chapter
350319439041001,Red Rock Chapter
350319439051154,Red Rock Chapter
350319437011077,Mexican Springs Chapter
350319436023168,Crownpoint Chapter
350319460031115,Baca Chapter
350319436012027,Pinedale Chapter
350319440002367,Pueblo Pintado Chapter
350319440001045,White Horse Lake Chapter
350319460031030,Casamero Lake Chapter
350319460032126,Casamero Lake Chapter
350319435002051,Crownpoint Chapter
350319439071399,Manuelito Chapter
350319436021090,Smith Lake Chapter
350319438022008,Crystal Chapter
350459432013121,Huerfano Chapter
350319437022009,Coyote Canyon Chapter
350459430001040,Fruitland Chapter
350459430001041,Fruitland Chapter
350319731001031,Ramah Chapter
350459432013068,Huerfano Chapter
350319460032148,Thoreau Chapter
350319439032069,Church Rock Chapter
350319436012087,Church Rock Chapter
350319436012019,Church Rock Chapter
350319435001067,Becenti Chapter
350319435001196,Becenti Chapter
350319439042039,Red Rock Chapter
350319439041034,Red Rock Chapter
350319460032018,Littlewater Chapter
350319460011011,Thoreau Chapter
350319437021005,Standing Rock Chapter
350319440001492,Crownpoint Chapter
350319440001531,Littlewater Chapter
350319435001350,Crownpoint Chapter
350319435001330,Becenti Chapter
350319438022105,Mexican Springs Chapter
350319460031033,Smith Lake Chapter
350319438031012,Fort Defiance Chapter
350319437022040,Coyote Canyon Chapter
350319439061222,Rock Springs Chapter
350319435001031,Lake Valley Chapter
350319435001234,Becenti Chapter
350319438022038,Mexican Springs Chapter
350319437011062,Tohatchi Chapter
350319438022124,Mexican Springs Chapter
350319436023081,Pinedale Chapter
350319439071233,Tsayatoh Chapter
350439409001124,Counselor Chapter
350319437021028,Standing Rock Chapter
350319438032000,Red Lake Chapter
350319438022073,Mexican Springs Chapter
350319440001466,Littlewater Chapter
350319436011136,Church Rock Chapter
350319436022040,Iyanbito Chapter
350319436021079,Thoreau Chapter
350319436021019,Mariano Lake Chapter
350319440002268,Ojo Encino Chapter
350319438032007,Fort Defiance Chapter
350319439031019,Bread Springs Chapter
350019406021022,Cañoncito Chapter
350019406021016,Cañoncito Chapter
350439409002114,Torreon Chapter
350439409001066,Counselor Chapter
350459428012000,Hogback Chapter
350459432012451,White Rock Chapter
350459432013207,Huerfano Chapter
350459432013198,Huerfano Chapter
350459429001011,Red Valley Chapter
350459430003056,Fruitland Chapter
350459432013390,Huerfano Chapter
350459429005114,Sheep Springs Chapter
350459432013551,Huerfano Chapter
350459428013062,Beclabito Chapter
350539400001149,Alamo Chapter
350069458001275,Ramah Chapter
350459428012151,Hogback Chapter
350459432013410,Huerfano Chapter
350459431002152,Crystal Chapter
350459431002123,Naschitti Chapter
350459432012510,Lake Valley Chapter
350459428012060,Gadii'ahi Chapter
350459428012068,Gadii'ahi Chapter
350459428013042,Beclabito Chapter
350459432014287,Nageezi Chapter
350459431001087,Naschitti Chapter
350459431001113,Naschitti Chapter
350459428011006,Hogback Chapter
350459430003071,Fruitland Chapter
350459430003109,Burnham Chapter
350069458001240,Ramah Chapter
350459429005030,Two Grey Hills Chapter
350459429003008,Sanostee Chapter
350459432013157,Huerfano Chapter
350459429005102,Two Grey Hills Chapter
350459432013234,Huerfano Chapter
350459428013271,Hogback Chapter
350459432013518,Huerfano Chapter
350459430003065,Fruitland Chapter
350459432015039,Huerfano Chapter
350459432012401,Lake Valley Chapter
350459430002030,Nenahnezad/San Juan Chapter
350459428013244,Shiprock Chapter
350459430003015,Fruitland Chapter
350459429002070,Sanostee Chapter
350459428013123,Beclabito Chapter
350459428013193,Shiprock Chapter
350459430003222,Fruitland Chapter
350459430003006,Fruitland Chapter
350459428012066,Gadii'ahi Chapter
350069458002201,Ramah Chapter
350459432012196,Huerfano Chapter
350459430003014,Fruitland Chapter
350459428013205,Hogback Chapter
350319439071405,Manuelito Chapter
350319435003023,Crownpoint Chapter
350319435002068,Crownpoint Chapter
350319436011161,Pinedale Chapter
350319436011029,Pinedale Chapter
350459431001084,Naschitti Chapter
350069458001389,Ramah Chapter
350319437022001,Tohatchi Chapter
350319436023095,Mariano Lake Chapter
350319437022043,Standing Rock Chapter
350019406021054,Cañoncito Chapter
350319436022021,Iyanbito Chapter
350459428013235,Hogback Chapter
350459430003001,Fruitland Chapter
350459428013167,Shiprock Chapter
350459430001019,Fruitland Chapter
350459431002113,Crystal Chapter
350459432012243,White Rock Chapter
350539400001165,Alamo Chapter
350459432012364,Lake Valley Chapter
350459430002075,Nenahnezad/San Juan Chapter
350319436012140,Church Rock Chapter
350319436023010,Mariano Lake Chapter
350319435003036,Crownpoint Chapter
350319438021000,Tohatchi Chapter
350319438022018,Tohatchi Chapter
350319435001194,Becenti Chapter
350319435001222,Becenti Chapter
350319440002368,White Horse Lake Chapter
350319439031027,Bread Springs Chapter
350319439042083,Red Rock Chapter
350319460032009,Littlewater Chapter
350319435002074,Crownpoint Chapter
350319438011027,Red Lake Chapter
350459432013538,Huerfano Chapter
350319460031312,Baca Chapter
350319460031094,Baca Chapter
350439409001186,Counselor Chapter
350319457021026,Chi Chil Tah Chapter
350319436013091,Pinedale Chapter
350319440001452,Littlewater Chapter
350319439071515,Manuelito Chapter
350319439051378,Chi Chil Tah Chapter
350319460032088,Smith Lake Chapter
350319439051321,Chi Chil Tah Chapter
350319460031177,Baca Chapter
350319439071410,Tsayatoh Chapter
350439409002126,Torreon Chapter
350439409001059,Counselor Chapter
350319437021106,Nahodishgish Chapter
350319437021116,Nahodishgish Chapter
350319436021070,Mariano Lake Chapter
350319439042021,Red Rock Chapter
350319457011169,Chi Chil Tah Chapter
350319440002151,Pueblo Pintado Chapter
350319460031022,Casamero Lake Chapter
350319436021072,Mariano Lake Chapter
350319439051188,Bread Springs Chapter
350319452011035,Red Rock Chapter
350019406022008,Cañoncito Chapter
350439409002022,Torreon Chapter
350319457021162,Chi Chil Tah Chapter
350319439032003,Church Rock Chapter
350319457011031,Chi Chil Tah Chapter
350319439051156,Red Rock Chapter
350319435001284,Becenti Chapter
350319439051325,Chi Chil Tah Chapter
350319439061167,Rock Springs Chapter
350319438031029,Twin Lakes Chapter
350319436021092,Smith Lake Chapter
350319439071213,Tsayatoh Chapter
350319439051031,Tsayatoh Chapter
350319437012055,Twin Lakes Chapter
350319436022026,Iyanbito Chapter
350319439031050,Red Rock Chapter
350319437011038,Tohatchi Chapter
350319437021087,Nahodishgish Chapter
350319436021011,Pinedale Chapter
350319439051307,Manuelito Chapter
350319460012000,Thoreau Chapter
350319440001077,White Horse Lake Chapter
350019406021063,Cañoncito Chapter
350439409001199,Counselor Chapter
350459429001010,Red Valley Chapter
350459432014086,Huerfano Chapter
350459429006002,Sheep Springs Chapter
350459429002138,Sanostee Chapter
350459429003023,Sanostee Chapter
350459432014046,Huerfano Chapter
350459432013370,Huerfano Chapter
350459428013293,Beclabito Chapter
350459431001028,Naschitti Chapter
350459428011007,Hogback Chapter
350459429002108,Newcomb Chapter
350069458001128,Ramah Chapter
350069461001081,Cañoncito Chapter
350459428013010,Beclabito Chapter
350459430003060,Huerfano Chapter
350459430002041,Nenahnezad/San Juan Chapter
350459429006027,Sheep Springs Chapter
350069458001191,Ramah Chapter
350459429004087,Two Grey Hills Chapter
350459432015048,Huerfano Chapter
350459432013299,Huerfano Chapter
350459432014051,Huerfano Chapter
350459430002104,Nenahnezad/San Juan Chapter
350459432015073,Huerfano Chapter
350459432012441,White Rock Chapter
350459428013242,Shiprock Chapter
350459428013221,Hogback Chapter
350459428012056,Gadii'ahi Chapter
350459428013108,Shiprock Chapter
350459429005047,Tsaile-Wheatfields Chapter
350319435001088,Becenti Chapter
350459432014350,Nageezi Chapter
350459432014260,Nageezi Chapter
350319436023021,Mariano Lake Chapter
350459429005089,Newcomb Chapter
350459431002181,Naschitti Chapter
350319437011057,Tohatchi Chapter
350459428012116,Gadii'ahi Chapter
350459432012438,White Rock Chapter
350459429002051,Sanostee Chapter
350539400001135,Alamo Chapter
350319439061203,Rock Springs Chapter
350319439071462,Tsayatoh Chapter
350319436023084,Pinedale Chapter
350459428013156,Shiprock Chapter
350319439071032,Tsayatoh Chapter
350319435003020,Crownpoint Chapter
350319437022101,Coyote Canyon Chapter
350319440002167,Pueblo Pintado Chapter
350319437011025,Tohatchi Chapter
350319437011000,Tohatchi Chapter
350319436022047,Iyanbito Chapter
350319435001033,Lake Valley Chapter
350319439031038,Red Rock Chapter
350319439031090,Bread Springs Chapter
350319460032016,Casamero Lake Chapter
350319435001295,Becenti Chapter
350459429001063,Red Valley Chapter
350319437011036,Tohatchi Chapter
350459432013185,Huerfano Chapter
350459430002088,Nenahnezad/San Juan Chapter
350459432012447,White Rock Chapter
350319438022100,Mexican Springs Chapter
350319440002257,Ojo Encino Chapter
350319436023113,Mariano Lake Chapter
350439409001135,Counselor Chapter
350319439061102,Rock Springs Chapter
350319436013105,Pinedale Chapter
350319457021089,Chi Chil Tah Chapter
350319436021098,Smith Lake Chapter
350319439071297,Tsayatoh Chapter
350319435001302,Becenti Chapter
350319437021019,Standing Rock Chapter
350319435001244,Becenti Chapter
350319440002074,Pueblo Pintado Chapter
350319439042006,Red Rock Chapter
350319438022139,Twin Lakes Chapter
350319440001153,White Horse Lake Chapter
350319438022147,Twin Lakes Chapter
350319436012021,Church Rock Chapter
350319437012060,Twin Lakes Chapter
350439409002098,Torreon Chapter
350439409002070,Torreon Chapter
350319439071132,Tsayatoh Chapter
350319436021091,Smith Lake Chapter
350319435001045,Lake Valley Chapter
350319439071446,Tsayatoh Chapter
350319436023018,Mariano Lake Chapter
350319439061243,Church Rock Chapter
350319435001445,Crownpoint Chapter
350319437021035,Standing Rock Chapter
350439409001065,Counselor Chapter
350319439031082,Bread Springs Chapter
350319439061194,Rock Springs Chapter
350319457021126,Chi Chil Tah Chapter
350319457021037,Chi Chil Tah Chapter
350319438032048,Fort Defiance Chapter
350319437022006,Coyote Canyon Chapter
350319435001147,White Horse Lake Chapter
350319436022035,Iyanbito Chapter
350319439042077,Red Rock Chapter
350319439051318,Chi Chil Tah Chapter
350319439051235,Chi Chil Tah Chapter
350319436022016,Iyanbito Chapter
350319438022151,Twin Lakes Chapter
350019406021069,Cañoncito Chapter
350459432014280,Nageezi Chapter
350459431002185,Naschitti Chapter
350459432013384,Huerfano Chapter
350459432013193,Huerfano Chapter
350459429002054,Sanostee Chapter
350459429002077,Sanostee Chapter
350459431001033,Naschitti Chapter
350459430003221,Burnham Chapter
350459429006033,Two Grey Hills Chapter
350069458002217,Ramah Chapter
350459432013302,Huerfano Chapter
350459431002188,Naschitti Chapter
350459432013256,Huerfano Chapter
350459432014269,Nageezi Chapter
350069458001004,Ramah Chapter
350459428021005,Shiprock Chapter
350459429006008,Newcomb Chapter
350459429003003,Sanostee Chapter
350069458001176,Ramah Chapter
350459428013143,Shiprock Chapter
350459431001017,White Rock Chapter
350459431002191,Naschitti Chapter
350459431002014,Naschitti Chapter
350459432015075,Huerfano Chapter
350459432012461,White Rock Chapter
350459429001062,Red Valley Chapter
350459429005004,Newcomb Chapter
350459428011041,Hogback Chapter
350459428013180,Shiprock Chapter
350459430003037,Fruitland Chapter
350069458001133,Ramah Chapter
350319436013083,Pinedale Chapter
350069458002041,Ramah Chapter
350319436011080,Church Rock Chapter
350319457011002,Bread Springs Chapter
350319438011012,Mexican Springs Chapter
350319439051366,Chi Chil Tah Chapter
350459429002047,Sanostee Chapter
350459432012566,Nageezi Chapter
350319440001566,Casamero Lake Chapter
350459429002114,Sanostee Chapter
350459429002112,Sanostee Chapter
350459432012663,Huerfano Chapter
350319436023157,Smith Lake Chapter
350319437022004,Coyote Canyon Chapter
350319440002093,Nageezi Chapter
350319436012116,Church Rock Chapter
350319439071536,Tsayatoh Chapter
350319457021136,Chi Chil Tah Chapter
350319440001034,White Horse Lake Chapter
350319457021152,Chi Chil Tah Chapter
350539400001020,Alamo Chapter
350539400001049,Alamo Chapter
350319438031013,Fort Defiance Chapter
350319439071024,Rock Springs Chapter
350319437022075,Coyote Canyon Chapter
350319436023007,Crownpoint Chapter
350319440002370,White Horse Lake Chapter
350539400001065,Alamo Chapter
350319439051038,Red Rock Chapter
350319460031173,Baca Chapter
350319435001152,White Horse Lake Chapter
350319436021055,Smith Lake Chapter
350459429001051,Red Valley Chapter
350459432013424,Huerfano Chapter
350459428012128,Gadii'ahi Chapter
350459428012176,Gadii'ahi Chapter
350319436012012,Church Rock Chapter
350439409001285,Torreon Chapter
350439409001328,Counselor Chapter
350439409001330,Counselor Chapter
350319438021026,Tohatchi Chapter
350319438021032,Tohatchi Chapter
350319436012064,Church Rock Chapter
350319439071134,Rock Springs Chapter
350319436011056,Church Rock Chapter
350319435003031,Crownpoint Chapter
350319460032035,Smith Lake Chapter
350319457021252,Chi Chil Tah Chapter
350319439031115,Bread Springs Chapter
350319438011004,Red Lake Chapter
350319438022164,Red Lake Chapter
350319439071050,Tsayatoh Chapter
350319436023054,Mariano Lake Chapter
350319439071470,Manuelito Chapter
350319436012083,Church Rock Chapter
350319439032006,Church Rock Chapter
350319439071533,Tsayatoh Chapter
350319440001431,Littlewater Chapter
350319435001256,Becenti Chapter
350319435001298,Becenti Chapter
350319440001189,White Horse Lake Chapter
350319440001035,White Horse Lake Chapter
350319438022109,Mexican Springs Chapter
350319438022126,Mexican Springs Chapter
350319460032044,Smith Lake Chapter
350319437021115,Nahodishgish Chapter
350319439042044,Bread Springs Chapter
350319439041005,Red Rock Chapter
350319439061089,Rock Springs Chapter
